id,assistant_id,name,description,created_at,active,phone,payment_status,summary_time,niche,expectation,subject,link,updated_at
22,asst_RvzMrLNB9aEymgsknfMzhizY,♦️EQUIPE VERMELHA♦️,"Um grupo voltado para compartilhar informações, experiências e apoio mútuo entre os membros, promovendo interações de diversão e solidariedade entre amigos e familiares.",2025-04-03 16:13:39.523877+00,t,120363410845488998-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
119,asst_xO9nQKy94SSELK7M99gpNALW,RD CAMPINAS 🎈,"Um grupo que registra a saída e entrada de membros, sugerindo um ambiente dinâmico e em constante mudança em Campinas.",2025-04-04 20:37:31.106337+00,t,120363315426248698-group,TRIAL,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
178,asst_jSSescJWj3O77pcmjl8vgPIM,LOVEFISHINGBR ❤️🎣🇧🇷,"Um grupo voltado para a troca de informações, promoções e experiências relacionadas à pesca, incluindo conteúdo humorístico e interações entre apaixonados pelo hobby.",2025-04-22 22:10:28.12093+00,t,120363319599731451-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
69,asst_1yPBNiZKSCeivMM28ZZg88Dl,MOAI | Comunidade,"Um grupo voltado para a construção e o fortalecimento da comunidade MOAI, onde os membros são incentivados a participar ativamente da definição de eventos e mentoria, visando atingir objetivos pessoais e coletivos.",2025-04-03 18:20:20.199702+00,t,120363204846871232-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
238,asst_yMmKYZ1kNGTJk2k8Put9CvWd,ORLÂNDIA,"Um grupo voltado para o compartilhamento de memes, vídeos engraçados e interações descontraídas entre amigos.",2025-06-22 20:37:33.450922+00,t,19295051063-1565831804,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
51,asst_nrDE8Ri16B8eHZkHzT3LAorI,Growth SP (BR inteiro),"Um espaço colaborativo focado em estratégias de marketing, troca de experiências e oportunidades profissionais, onde membros discutem inovações e desafios do mercado digital.",2025-04-03 16:59:07.519356+00,t,5511991930845-1512414892,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
25,asst_TZWnuyliUFOOhMfACBT64nmP,DFVP - G1,"Um grupo destinado à troca de informações, recomendações e soluções entre moradores de Vicente Pires, abordando temas variados como serviços locais, eventos e questões comunitárias.",2025-04-03 16:15:29.706954+00,t,120363338550600142-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
57,asst_Fp91lawX71qvhfeDnyL540XE,Inteligência Artificial | Tecnologia | Ferramentas de Marketing,"Um grupo voltado para a troca de informações e experiências sobre inteligência artificial, tecnologias inovadoras e ferramentas de marketing.",2025-04-03 17:16:23.235418+00,t,120363046088674522-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
142,asst_bbtPJmVXrf7I0bz6cBOI3y1u,SUDESTE↘️ ⚙️OPERADORESDE🚩TOUR,"Um grupo voltado para profissionais de turismo na região Sudeste, onde são trocadas informações, dicas e oportunidades de trabalho relacionadas a passeios e guias turísticos.",2025-04-10 12:05:13.877239+00,t,120363044610100484-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
161,asst_ju2NHzGU6kV9xlHsp4zPs5vD,Inteligência artificial,"Um grupo voltado para a troca de informações, dicas e experiências relacionadas à inteligência artificial, com ênfase em ferramentas, aplicativos e a discussão sobre suas aplicações práticas.",2025-04-14 15:23:46.25072+00,t,120363030959578559-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
75,asst_DqB8h38j32iLk4T1EBPWEeha,Inteligência Artificial | Network 🤖,"Um espaço para entusiastas de inteligência artificial trocarem conhecimentos, dicas e experiências sobre inovações tecnológicas, desenvolvimento de projetos e oportunidades no mercado.",2025-04-03 19:09:25.712641+00,t,120363029046433800-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
103,asst_lzHl4kO62hVLyxWxKXfkXSS9,Irmãos Rocha,"Um espaço de interação familiar onde os membros compartilham notícias pessoais, memórias e momentos especiais, promovendo carinho e apoio mútuo.",2025-04-04 01:54:13.028389+00,t,556199827236-1468073294,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
101,asst_tjeFAZ8vP5ollUWGcGFYMQVZ,MKT IBRAFE,"Um grupo voltado para a análise e discussão do mercado de feijão, com ênfase em informações estratégicas para produtores e comerciantes, visando otimização de vendas e compreensão das dinâmicas de oferta e demanda.",2025-04-04 01:07:40.223397+00,t,554199479339-1633098307,TRIAL,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
86,asst_DDQ6vvvRFhF57HpuX9Xc42Ka,r/MarketingDigitalBR,"Um espaço voltado para a troca de experiências e dicas sobre Marketing Digital ético, priorizando práticas White Hat e evitando atividades antiéticas ou ilegais.",2025-04-03 19:56:18.439943+00,t,120363133941448586-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
263,asst_bIPz0gLZtOIXgELgC77uKWZv,IA PARA TODOS #014,"Um espaço colaborativo para entusiastas de inteligência artificial compartilharem conhecimentos, discutirem novas tecnologias e explorarem aplicações práticas da IA.",2025-07-29 23:11:55.678939+00,t,120363313505949247-group,PARTNER,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
80,asst_VWbz7veiNj939azOMWXPE69T,Monólogo 🚀🏴‍☠,"Um grupo voltado para discussões e compartilhamento de informações sobre marketing, estratégias de CRM e a experiência do cliente, com foco em automação e segmentação.",2025-04-03 19:36:49.392614+00,t,5527997021540-1552443303,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
156,asst_ALMfddlou9kXjUYp5EG1EHot,[T13 -AVISOS] Mentoria Arrematador,\N,2025-04-13 04:08:37.878118+00,t,120363382255413742-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
160,asst_D4bP0JhQlqCzvtYHyuAnoTYm,Craft Blue,"Um grupo focado em discutir estratégias de lançamentos, tráfego pago e otimização de vendas, promovendo troca de experiências e apoio mútuo entre seus membros.",2025-04-14 14:59:41.790538+00,t,120363086916641870-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
32,asst_3VNUrX3XBvHS38D5mmMEwrl1,DFAC - G29,"Um grupo voltado para a troca de informações e discussões sobre a comunidade de Águas Claras, incluindo eventos, segurança, mobilidade e demandas locais.",2025-04-03 16:22:36.863188+00,t,120363065062424261-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
94,asst_4dymBM8hJFVqUcNVmHep1h4A,Confraria Web3,"Um grupo destinado à troca de experiências, conhecimentos e novidades sobre tecnologia Web3 e sua comunidade em constante transformação.",2025-04-03 21:04:02.558597+00,t,120363030842111839-group,TRIAL,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
239,asst_7i3Q22cMX2XfZr90EP0uX7wS,MEU GRUPO,"Um grupo voltado para discussões sobre gastronomia e organização de eventos, incluindo troca de receitas, sugestões de pratos e planejamento de roteiros de viagem.",2025-06-22 20:38:20.66477+00,t,14072726771-1557885369,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
99,asst_ilRn2vQUDzGrlupsj9VtEZrX,Comunidade EducaSEO,"Um grupo voltado para a troca de informações, suporte e desenvolvimento de conhecimento sobre SEO e marketing digital, promovendo a interação entre os membros e a divulgação de eventos relacionados.",2025-04-03 22:35:35.016197+00,t,120363370343025619-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
67,asst_OxI38V4jlzgGpoeOadCa1ig1,Hunters Black ®️,"Um espaço colaborativo onde membros se apoiam em suas jornadas profissionais, trocando experiências, dicas, e celebrando conquistas na busca de aprimoramento contínuo e desenvolvimento pessoal.",2025-04-03 17:52:10.751322+00,t,120363043397859984-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
113,asst_aXmv8ZuIHF8dSGZ5Ud2mSKSg,🌊 Weedpedia 💚,"Um grupo voltado para a troca de informações, experiências e discussões sobre o cultivo e uso da maconha.",2025-04-04 17:01:10.907607+00,t,120363374988643356-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
39,asst_BcezshRpFhlgWkcfeHjtqCEP,Notícias do Agro GO-MG,"Um grupo focado em compartilhar e debater notícias relacionadas ao agronegócio em Goiás e Minas Gerais, com ênfase em informações relevantes e atualizações do setor.",2025-04-03 16:31:47.57481+00,t,556499657949-1397664506,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
117,asst_p2YVe3qCqSzUoP71DBgWb6Xu,Time VOI 📚📌📋,"Um grupo voltado para a melhoria contínua do atendimento da Clínica VOI, com foco na avaliação de pacientes, suporte colaborativo entre os profissionais e promoção de um ambiente de trabalho acolhedor e integrado.",2025-04-04 17:13:05.578068+00,t,556182177671-1496336191,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
219,asst_PVM8jbyDMPcw0mt8EQYbzqdO,Comunidade M100k 🚀,"Um grupo de apoio e compartilhamento de conhecimentos entre empreendedores do ramo de marmitarias, focado em impulsionar vendas e celebrar conquistas.",2025-05-20 16:11:31.613069+00,t,120363129621643234-group,PAID,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
18,asst_LlEhAiw4nB0TIeGfwFzClOSm,DFVP - G3,"Um grupo voltado para a troca de informações, soluções e apoio sobre problemas e necessidades da comunidade de Vicente Pires, incluindo questões de infraestrutura, segurança e eventos locais.",2025-04-03 16:09:25.940713+00,t,120363372410520868-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
28,asst_8cKfL3jMfC8wz3HPTDvuBwfI,DFVP - G4,"Um grupo voltado para a discussão de questões da comunidade de Vicente Pires, incluindo segurança, infraestrutura, serviços e interação entre moradores.",2025-04-03 16:16:08.108954+00,t,120363372000503116-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
56,asst_3fWL04jnAodwquSfg54jSYvv,DFVP - G2,"Um grupo voltado para a troca de informações sobre a comunidade de Vicente Pires, incluindo eventos, serviços locais, questões de trânsito e segurança, além de interações sociais entre os moradores.",2025-04-03 17:04:59.892468+00,t,120363353282274400-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
220,asst_HyivfRKo8bsfwHpQiDRa1XqF,Imperium,"Um grupo focado na comunicação e despedidas dos membros, refletindo uma dinâmica de entrada e saída de participantes.",2025-05-22 21:34:14.10967+00,t,120363153025508575-group,COMMUNITY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
240,asst_eZc79kJtrO12nsiBK1mopiSL,FLUXO DE ORLANDO (2020) 🇺🇸,"Um grupo para troca de vídeos, imagens e experiências divertidas entre amigos durante uma viagem a Orlando.",2025-06-22 20:47:41.46473+00,t,14072726771-1506224755,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
167,asst_B8g5A2HlUrtUwoeccwEdpOOf,UniFECAF - Força de Vendas Brasil,"Um grupo voltado para a troca de informações, atualizações e suporte sobre a oferta de cursos e aulas práticas da UniFECAF, visando aprimorar a captação e a experiência dos alunos nos polos de vendas.",2025-04-15 15:50:33.348154+00,t,120363315755804619-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
5,asst_EdyjDo4doJjzBYXIGPdFojIM,📓 JORNADA - A Bíblia do GMN 📓,"Um grupo voltado para a troca de experiências, estratégias e aprendizado sobre Google Meu Negócio, promovendo lives e discussões para aprimorar o desempenho e a presença digital dos participantes.",2025-04-03 16:03:28.595904+00,t,120363260419395218-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
137,asst_OzQgXk5G9eHdnqDsyM7vnnzu,•⤹⃝𝙀𝙈𝙐    ℙ𝕃𝔸𝕐ℤ𝕆ℕ𝔼  모,"Um grupo voltado para a troca de informações e compartilhamento de jogos, com discussões informais e interações entre os membros.",2025-04-09 16:42:11.435746+00,t,120363417304776792-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
9,asst_8OfF8ShIDJSJPFzDDzJSnnb0,OUTLIER MENTORING,"Um grupo voltado para o mentoring e troca de experiências entre profissionais de saúde, com foco no atendimento ao cliente e estratégias de captação.",2025-04-03 16:05:45.83029+00,t,120363168663479525-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
96,asst_Epl3lcGzrEIVloPGhmHLnt2j,TECNICO IBRAFE ,"Um grupo voltado para a troca de informações e experiências sobre práticas agrícolas, mercado, e discussões políticas relacionadas ao agronegócio no Brasil.",2025-04-03 21:37:31.399244+00,t,120363159970129345-group,TRIAL,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
129,asst_DLbDQgaq5nzl8v0ACeO4QDAX,ESQUENTA - A RECONEXÃO 🙏🙌,"Um grupo voltado para a reconexão espiritual e cura financeira por meio de tratamentos energéticos e ativações, com ênfase na libertação de crenças limitantes e promoção da abundância.",2025-04-06 01:24:04.503524+00,t,120363149496687826-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
180,asst_cXpybBKJ1LW6gfofsY00RiDg,KY MBS Vodacom❤️❤️,"Um grupo voltado para a compra de megabytes de internet, com organização e controle de membros, além de regras para preservar a participação ativa.",2025-04-23 16:49:49.585621+00,t,120363383385307777-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
147,asst_GpiTV43wrSDz4XeezYTbFQSZ,MKT - TavHouse,\N,2025-04-10 21:28:30.502147+00,t,120363315044770164-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
195,asst_Z1GMyUZsNmpVHAQyVlQuBpXj,MÉTODO GUARDIÃO,"Um grupo focado em compartilhar experiências, dicas e atualizações sobre estratégias de tráfego pago para profissionais da nutrição, visando otimizar resultados e aprimorar habilidades de vendas.",2025-05-02 16:47:31.509782+00,t,120363047688591800-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
46,asst_onBCOnOc1TuHI4qlGWVylxn3,B2Mamy,"Um espaço para mães empreendedoras se conectarem, trocarem experiências e participarem de eventos, mentorias e oportunidades de networking.",2025-04-03 16:51:50.331108+00,t,120363083423947010-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
35,asst_805sQnFpnEhcuqlb4HfKsGUd,DFAC - G7,"Um grupo voltado para discutir e propor soluções sobre trânsito, segurança e melhorias na comunidade de Águas Claras, além de compartilhar indicações de serviços e eventos locais.",2025-04-03 16:23:10.402506+00,t,556182129001-1409658115,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
16,asst_1WxSYhpR0u3lrbn0GRUnBTXN,ALEXANDRIA 🇧🇷,"Um grupo focado em apoiar e motivar seus membros na busca por oportunidades de negócios e desenvolvimento pessoal, promovendo um ambiente de energia positiva e colaboração.",2025-04-03 16:08:34.857859+00,t,120363372438773185-group,TRIAL,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
128,asst_IINiCHtG368BtUI35CrAl0nP,RPC 💸 bate-papo,"Um grupo voltado para o compartilhamento de informações sobre investimentos em DeFi, análise de piscinas de liquidez e oportunidades no mercado de criptomoedas.",2025-04-06 00:26:52.582097+00,t,120363341689974086-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
60,asst_pvzoQChjp6JFZpiAvVSEc5HZ,Sicredi Centro + Montanea,"Um grupo focado na colaboração e coordenação de conteúdos e campanhas publicitárias para o Sicredi, com discussões sobre estratégias de marketing e produção de materiais promovendo produtos e serviços financeiros.",2025-04-03 17:22:34.783935+00,t,120363163599267140-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
185,asst_KEKE1nwj9hqeZRGn5bd8hDAU,APOSTAS ESPORTIVAS( WDR⚽🏀,Um grupo voltado para a discussão e troca de informações sobre apostas esportivas.,2025-04-29 17:40:30.020877+00,t,120363215973207739-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
36,asst_PxNeJ5MUuef6eTX6teaKxZ0I,Lithothamnium,"Um grupo focado em discutir e compartilhar conhecimentos sobre o uso do Lithothamnium na agricultura, visando otimizar a eficiência do uso de nutrientes e melhorar o desenvolvimento das culturas.",2025-04-03 16:23:13.686508+00,t,120363351827228730-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
19,asst_nYVzqzBnpZ8UBwQQhmuKQrOk,[VIP] Master of GMN,"Um grupo focado na troca de conhecimentos e experiências sobre técnicas de SEO local, com ênfase em aprendizado e suporte mútuo entre os participantes.",2025-04-03 16:09:29.909838+00,t,120363289789827649-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
241,asst_sbQPDfkPQyIvs4vjbNPPEjLD,C O N F R E I R O S,"Um grupo focado em compartilhar opiniões, piadas e experiências pessoais, principalmente sobre bebidas e relacionamentos, em um tom bem-humorado e descontraído.",2025-06-22 20:50:30.04591+00,t,5511985468780-1386529969,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
89,asst_VJJ5pmIJ81AhWDWLj7Hufmiq,Arrematador - EXTRAJUDICIAL,"Um grupo focado em discutir e compartilhar informações sobre arrematação de imóveis de forma extrajudicial, incluindo experiências e orientações sobre o processo de compra.",2025-04-03 20:38:25.205206+00,t,120363364314928158-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
172,asst_daewhGRQ2bzR905DN6ddl4NI,Networking do Higão,Um grupo voltado para o compartilhamento de contatos e recomendações de serviços relacionados a edição de conteúdo e marketing digital.,2025-04-17 16:06:45.983772+00,t,120363044182597917-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
203,asst_ojglv9mTOiuq15vUdpkKHy9n,PROPRIETÁRIOS - PREMIATTO ,"Um grupo voltado para discussões e sugestões entre os proprietários do condomínio Premiatto, visando melhorar a convivência e a gestão do espaço comum.",2025-05-06 13:44:40.033444+00,t,120363166468204582-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
72,asst_DqFEye6ED3VhXb3tbQMYtdWV,CBVAA - Casca Grossa,"Um grupo voltado para a organização e discussão de eventos relacionados ao esporte Va'a, incluindo planejamento de competições, prazos de inscrição e coordenação de uniformes para atletas.",2025-04-03 19:03:26.863432+00,t,120363230304943518-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
126,asst_OfEj4o5LBBi8uFb5CFZhWc9w,MISSÃO TEG 2024 🏆🏆,"Um grupo voltado para médicos que atendem pacientes idosos, oferecendo atualizações diárias, conteúdos exclusivos e ferramentas práticas para aprimorar o atendimento.",2025-04-05 19:37:46.90519+00,t,120363212498037536-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
192,asst_6icwvQJjrsUgvLFPDHuCm2hD,Galo Forte,Um grupo voltado para o compartilhamento de vídeos e conteúdos multimídia relacionados ao Galo Forte.,2025-04-30 22:21:05.546998+00,t,120363328986363328-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
102,asst_AMXQ3037k3i5RpNE8uKCixvm,MOAI | Saúde 💪🏼,"Um espaço para troca de experiências, dicas de saúde, nutrição e atividades físicas, com foco no incentivo à prática de exercícios e bem-estar.",2025-04-04 01:18:42.371547+00,t,120363202799433427-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
38,asst_vGbrjmuIWDKccwDIHKdmyZYR,Mentoria Arrematador,"Um grupo voltado para a troca de conhecimentos e apoio entre arrematadores, com foco em aulas, materiais e orientações sobre leilões de imóveis.",2025-04-03 16:30:11.289362+00,t,120363384285050938-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
27,asst_t5yLxuhsCEN9LKNYcfSAnVoF,PRODUTORES DE GRÃOS OESTE GOIANO CD,"Um grupo de produtores de grãos do Oeste Goiano que discute preocupações sobre preços, comercialização, estratégias de venda e desafios enfrentados na agricultura.",2025-04-03 16:16:07.774653+00,t,120363204970700699-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
221,asst_hELT8s29kmjJEBfiXjmV9yhf,Mentoria Imperium,"Um grupo voltado para o desenvolvimento profissional e pessoal dos membros por meio de mentorias, trocas de experiências e apoio mútuo, com foco em vendas, autoconhecimento e transformação de negócios.",2025-05-22 21:34:14.35377+00,t,120363025591450236-group,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
144,asst_PQc4rDN2BnwQJDtYCau3wVNu,COM - MKT - PREÇO,"Um grupo voltado à troca de informações, preços e estratégias de marketing de produtos, além de discussões sobre promoções e gerenciamento de tarefas relacionadas a vendas e atendimento ao cliente.",2025-04-10 17:57:36.924068+00,t,120363254630563039-group,TRIAL,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
145,asst_4oYjvifysFfhWwSA4YZHczoD,Despedida Gui ✈️ Las Vegas💃,"Um grupo criado para organizar e compartilhar informações sobre a despedida de Gui, que irá viajar para Las Vegas.",2025-04-10 19:31:08.825595+00,t,120363319864509884-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
222,asst_i3jg8VMPdfy47fqKqDZFegi4,Instituto Patrícia Abrahão | VIP#4,Um grupo focado na comunicação e interação entre os membros do Instituto Patrícia Abrahão.,2025-05-23 17:06:11.849984+00,t,120363417861961752-group,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
138,asst_1VgbDtMDTsPp9wtaPLsR5sa0,EA FC 25,"Um grupo de discussão sobre resultados e análises de jogos de futebol, com trocas de informações e comentários entre os membros sobre competições e jogadores.",2025-04-09 16:42:55.939547+00,t,120363196640686699-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
59,asst_D46iGd9YLGoK3kfnZ4xamtde,Lembretes,"Um grupo voltado para o compartilhamento de lembretes, documentos, imagens e vídeos relevantes, facilitando a organização e a comunicação entre os membros.",2025-04-03 17:21:31.410678+00,t,5521986308126-1475244871,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
146,asst_mWH2ETlLOVvQttyMSd09lhRr,Dinamo Internal Coms,\N,2025-04-10 20:40:30.21714+00,t,120363292745963585-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
115,asst_1ZH4xXkmXoLEALohHTUmjtbW,Clube do Bolinha ,"Um grupo onde amigos se comunicam de maneira descontraída, compartilham memes, opinam sobre diversos assuntos e mantêm um clima de amizade e humor.",2025-04-04 17:06:40.111005+00,t,120363025326497141-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
71,asst_WNmS9w0v2W7nBpD5kRxhtunL,Notas,"Um grupo destinado ao compartilhamento de informações, links e documentos relacionados a planejamento, marketing e consultoria, com ênfase em soluções empresariais e estratégias de anúncios.",2025-04-03 18:32:46.55198+00,t,554191239812-1559858361,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
154,asst_AA9rda7o4XQVpZb3SDCYU8By,Inteligência Artificial e Tecnologia,"Um grupo voltado para discutir inteligência artificial e tecnologia, onde membros trocam informações, buscam indicações de ferramentas e compartilham oportunidades de trabalho na área.",2025-04-12 00:33:37.005965+00,t,120363320552508747-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
183,asst_TnDSPFdWBKs1XQYjwyinpuBK,Amigos do Bóris,\N,2025-04-25 02:17:38.019583+00,t,120363377537169508-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
242,asst_IHP21papw4kaQW9fOvkvHVfK,De Cesare's 🏝⛱👏🏼😎🙏🏼,"Um grupo familiar que compartilha comunicações cotidianas, interações divertidas e discussões sobre curiosidades, além de usar uma inteligência artificial para resumir as atividades do dia.",2025-06-27 22:20:14.809536+00,t,554399224146-1395403425,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
171,asst_IDdGIUNyHCcgNcG9XMeg4VHe,Paulista Ex Terceiro,"Um grupo para compartilhar imagens, momentos e celebrando aniversários entre amigos, mantendo um ambiente de descontração e boas risadas.",2025-04-17 01:31:06.509348+00,t,5516992230696-1434163597,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
204,asst_QTZd51klpzvIpn9UdAHBHg8A,Vagas | Oportunidades em SEO ✨,"Um grupo dedicado ao compartilhamento de oportunidades de trabalho na área de SEO, visando facilitar a conexão entre candidatos e vagas disponíveis.",2025-05-08 19:12:33.838659+00,t,120363360311352731-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
24,asst_fg1G9BCoK7iQElbWvWnKzYIF,ADS GROUP - TRÁFEGO PAGO,"Um grupo voltado para a troca de experiências, dicas e suporte sobre anúncios em tráfego pago, especialmente em plataformas digitais como WhatsApp e Meta.",2025-04-03 16:14:54.814548+00,t,556496438204-1608495685,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
40,asst_PgEIUZMjl6cYg6AWy2phrVMc,Fontes Chaveadas e Inverters,"Um grupo voltado para o aprendizado e compartilhamento de conhecimentos sobre eletrônica, especialmente fontes chaveadas e inversores, promovendo a troca de ideias e a resolução de problemas técnicos.",2025-04-03 16:35:07.929689+00,t,120363162160534131-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
65,asst_DwFYf9ZJU6NGaK2tdijNLvso,Executive Pass | INNER 360,"Um espaço colaborativo para o desenvolvimento pessoal e profissional dos membros, com foco em aprendizado, apoio mútuo e práticas de comunicação eficaz.",2025-04-03 17:47:06.384071+00,t,120363390935912128-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
104,asst_lk3P5BiliZkLkCIQbQts7OLj,Sementes de Teresinha,"Um grupo voltado para a troca de mensagens, fotos e vídeos entre amigos, com foco em compartilhar experiências, eventos familiares, e a paixão pela pescaria.",2025-04-04 01:54:13.540162+00,t,120363207322976730-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
134,asst_NdDlFnKKgV6gF8vrzmiCZGkR,RPC Experience 💸,"Um grupo voltado para a educação e discussão sobre oportunidades e estratégias de investimento no mercado de criptomoedas, com ênfase em aulas e análises práticas.",2025-04-07 23:11:41.409593+00,t,120363346295141185-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
194,asst_oqQPExwWuu6s0xCJuM9z9rnE,Aniversariantes 2025,"Um grupo voltado para celebrar aniversários de membros em 2025, onde ocorre troca de felicitações, organização de eventos e discussões relacionadas.",2025-05-01 19:07:59.856995+00,t,120363063903965814-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
77,asst_gF8DdSF5X9BjfNlSRxIffoXD,Wrexham AFC Brasil - A Comunidade,"Uma comunidade brasileira para torcedores do Wrexham AFC, dedicada a compartilhar informações, eventos e promoções relacionadas ao clube e ao futebol.",2025-04-03 19:13:08.273276+00,t,120363170560014010-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
41,asst_kL7HSQi2j2U0pXqQNL3QtIOy,Comunidade MOAI [Membros],"Um grupo voltado para a troca de experiências e indicações profissionais, com o objetivo de promover conexões estratégicas e apoio mútuo entre os membros da comunidade MOAI.",2025-04-03 16:41:29.083134+00,t,120363045624055672-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
193,asst_2aRqaX0rmJb7F4LC53mhkF2r,GRUPO DE ESTUDOS NEUROCIÊNCIA - The Neuro Academy,"Um grupo voltado para o estudo e discussão de neurociência, onde os membros compartilham materiais, resolvem dúvidas sobre provas e se apoiam nas avaliações da pós-graduação.",2025-05-01 14:40:49.894812+00,t,120363418224685093-group,TRIAL,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
